ICO;DATVZN;DATZAN;ICOP;ICON;HLSKNACE;SKNACE;FORMA;DRVLST;USORG;SNU;KATP;KATP13;SIDKRJ;SIDOKR;SIDOBEC;TYPJ;ESU2010;NAZOV;SNAZOV;PRIEZ;MENO;TITPRED;TITZA;SIDUL;SIDSUPCISLO;SIDORCISLO;SIDPSC;SIDPOSTA
610798;01.06.1991;31.12.2500;;30794536;87200;;321;4;22;610;12;999;SK042;SK0422;SK0422598151;1110;13110;Detský domov Košice, Hurbanova 42;Detský domov Košice, Hurbanova 42;Jutka;Štefan;3;;Hurbanova;;42;04001;Košice 1
610801;01.07.1991;31.12.2500;;30794536;87900;;321;4;22;610;12;999;SK042;SK0425;SK0425599816;1110;13110;Detský domov Košice, Uralská 1;Detský domov Košice, Uralská 1;Matisová;Andrea;16;;Uralská;;1;04012;Košice 12
610810;01.06.1991;31.03.2004;;;;;331;4;21;101;0;999;SK042;SK0422;SK0422598186;1100;;Vysokošpecializovaný odborný ústav geriatrický sv. Lukáša v Košiciach;Vysokošpec.odb.ústav geriatrický sv.Lukáša;;;;;Strojárska;;13;04001;Košice 1
610836;01.06.1991;20.02.2006;;;86100;;331;4;21;101;0;999;SK041;SK0416;SK0416523381;1100;;Nemocnica s poliklinikou;Nemocnica s poliklinikou;Vojtaššák;Štefan;4;;Banícka;803;28;05845;Poprad 1
610895;01.06.1991;31.03.2004;;;;;331;4;21;101;0;999;SK042;SK0427;SK0427522279;1100;;Psychiatrická nemocnica;Psychiatrická nemocnica;;;;;Stráňany - A. Hrehovčíka;;;07101;Michalovce 1
610909;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK023;SK0232;SK0232502031;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Leviciach;Regionálny úrad verejného zdravotníctva;Frtúsová;Alena;4;;Komenského;;4;93438;Levice 1
610917;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK021;SK0212;SK0212503665;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Galante;Regionálny úrad verejného zdravotníctva;Štálnik;Ľudovít;4;;Hodská;2352;62;92481;Galanta 1
610933;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;12;999;SK021;SK0217;SK0217506745;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Trnave;Regionálny úrad verejného zdravotníctva;Fitz;Otakar;4;;Limbová;;6;91702;Trnava 2
610941;01.01.1995;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK022;SK0226;SK0226512842;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Považskej Bystrici;Regionálny úrad verejného zdravotníctva;Sirotná;Viera;4;;Slovenských partizánov;1130;50;01701;Považská Bystrica 1
610968;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;12;999;SK022;SK0229;SK0229505820;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Trenčíne;Regionálny úrad verejného zdravotníctva;Štefkovičová;Mária;4;53;Nemocničná;;4;91101;Trenčín 1
610984;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK042;SK042A;SK042A526355;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Spišskej Novej Vsi;Regionálny úrad verejného zdravotníctva;Gajdošová;Elena;4;;A. Mickiewicza;;6;05220;Spišská Nová Ves 1
610992;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;12;999;SK041;SK0417;SK0417524140;1110;13110;Regionálny úrad verejného zdravotníctva;Regionálny úrad verejného zdravotníctva;;;;;Hollého;;5;08001;Prešov 1
611000;01.01.1995;31.12.2500;;165565;84120;86909;321;4;21;610;11;999;SK032;SK0329;SK0329514462;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Rimavskej Sobote;Regionálny úrad verejného zdravotníctva;Béreš;Dušan;4;;Sama Tomášika;;14;97901;Rimavská Sobota 1
611018;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK041;SK0412;SK0412520004;1110;13110;Regionálny úrad verejného zdravotníctva;Regionálny úrad verejného zdravotníctva;;;;;26. novembra;;1507;06618;Humenné 1
611026;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;7;999;SK041;SK0411;SK0411519006;1110;13110;Regionálny úrad verejného zdravotníctva;Regionálny úrad verejného zdravotníctva;;;;;Kuzmányho;;18;08567;Bardejov 1
611034;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;7;999;SK021;SK0215;SK0215504203;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Senici;Regionálny úrad verejného zdravotníctva;;;;;Kolónia;;557;90501;Senica nad Myjavou 1
611051;01.06.1991;31.12.2500;;165565;84120;;321;4;21;610;12;999;SK041;SK0416;SK0416523381;1110;13110;Regionálny úrad verejného zdravotníctva;Regionálny úrad verejného zdravotníctva;;;;;Zdravotnícka;3525;3;05897;Poprad 1
611981;01.01.1991;11.04.1994;;;;;321;4;62;610;0;999;SK021;SK0214;SK0214507440;1110;;Ústav sociálnej starostlivosti;Ústav sociálnej starostlivosti;;;;;Mierová;;5;92101;Piešťany 1
615161;01.07.1991;31.08.1999;;;85329;;331;4;66;101;0;999;SK032;SK032B;SK032B518158;1100;;Stredisko praktického vyučovania;Stredisko praktického vyučovania;;;;;Hviezdoslavova;;15;96001;Zvolen 1
619671;01.01.1992;31.12.2500;;;85322;"56102; 85590";321;4;20;610;11;999;SK042;SK0425;SK0425599824;1110;13110;Spojená škola, Alejová 6, Košice s organizačnými zložkami: Odborné učilište,              Alejová 6, Košice a Praktická škola, Alejová 6, Košice;Spojená škola, Alejová 6, Košice;Macholdová;Eva;1;;Alejová;;6;04011;Košice 11
619817;01.09.1991;31.12.1998;;;85329;;321;4;20;610;0;999;SK042;SK0428;SK0428526312;1110;;Stredná poľnohospodárska škola;Stredná poľnohospodárska škola;Šišolák;Vladimír;1;;Akad.Hronca;;8;04932;Štítnik
619825;01.09.1991;01.01.2001;;;85329;;321;4;68;610;0;999;SK042;SK0427;SK0427522279;1110;;Hotelová akadémia;Hotelová akadémia;Sivý;Miroslav;1;;Školská;;4;07101;Michalovce 1
620441;01.01.1993;31.12.2002;;;93110;;331;4;11;101;0;999;SK032;SK0321;SK0321508438;1100;;Futbalový klub FK Dukla Banská Bystrica;Futbalový klub FK Dukla Banská Bystrica;;;;;Štadión Štiavničky;;;97401;Banská Bystrica 1
620998;01.09.1991;31.12.2500;;;85322;;321;4;20;610;11;999;SK032;SK0326;SK0326511218;1110;13110;Odborné učilište internátne;Odborné učilište internátne;Garajová;Miriam;16;;Haličská cesta;;80;98403;Lučenec 3
621510;01.07.1996;31.12.2500;;36005622;80100;;501;4;57;101;0;999;SK022;SK0227;SK0227513881;9100;11001;Hornonitrianske bane Prievidza, a.s. Hlavná banská záchranná stanica, odštepný závod;Hornonitrianske bane Prievidza, a.s. Hlavná;Pipíška;Vladimír;1;;Priemyselná;;;97101;Prievidza 1
624454;24.07.1996;31.12.2500;00610445;;87900;;321;4;22;610;12;999;SK032;SK0321;SK0321508438;1110;13110;Detský domov;Detský domov;Bojo;Milan;4;;Kollárova;;29;97401;Banská Bystrica 1
624667;01.01.1994;02.01.2005;;;71200;;331;4;38;101;0;999;SK032;SK0321;SK0321508438;1100;;Slovenská legálna metrológia;Slovenská legálna metrológia;Slamka;Jozef;;;Hviezdoslavova;;31;97590;Banská Bystrica 1
625302;01.09.1994;31.08.2002;;;85329;;321;4;66;610;0;999;SK032;SK0327;SK0327511765;1110;;Stredná priemyselná škola sklárska;Stredná priemyselná škola sklárska;;;;;Sklárska;507;12;98701;Poltár
626031;01.07.1993;31.12.2500;;42181810;84120;;331;4;18;610;23;10;SK032;SK0321;SK0321508438;1110;13110;Slovenská agentúra životného prostredia;Slovenská agentúra životného prostredia;Tončík;Miroslav;1;;Tajovského;;28;97590;Banská Bystrica 1
626104;01.09.1993;01.09.2000;;;85329;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;Hotelová akadémia;Hotelová akadémia;;;;;Nábr. J. Kalinčiaka;;1;97101;Prievidza 1
626198;01.09.1993;31.08.2002;;;85329;;321;4;66;610;0;999;SK032;SK032A;SK032A515850;1110;;Stredná priemyselná škola;Stredná priemyselná škola;;;;;Poľná;;;99001;Veľký Krtíš
626236;01.09.1993;18.09.2000;;;85329;;321;4;65;610;0;999;SK031;SK0313;SK0313509540;1110;;Hotelová akadémia;Hotelová akadémia;;;;;Pelhřimovská;1186;10;02680;Dolný Kubín 1
626244;01.09.1991;18.09.2000;;;85329;;321;4;65;610;0;999;SK031;SK0313;SK0313509540;1110;;Dievčenská odborná škola;Dievčenská odborná škola;;;;;Pelhřimovská;1186;10;02680;Dolný Kubín 1
626317;01.09.1993;31.12.2500;;151866;85310;;321;4;20;610;11;999;SK032;SK0321;SK0321508438;1110;13110;Gymnázium Mikuláša Kováča;Gymnázium Mikuláša Kováča;Škapincová;Alena;17;;Mládežnícka;;51;97404;Banská Bystrica 4
627844;01.09.1993;31.12.2500;;;85310;;321;4;20;610;11;999;SK031;SK0316;SK0316512648;1110;13110;Bilingválne gymnázium Milana Hodžu;Bilingválne gymnázium Milana Hodžu;Dorovský;Vasil;6;;Ul. Komenského;;215;03852;Sučany
628425;01.09.1993;31.08.2001;;;85329;;321;4;63;610;0;999;SK022;SK0228;SK0228513326;1110;;Škola úžitkového výtvarníctva;Škola úžitkového výtvarníctva;Jakúbek;Ferdinand;1;;Súhradka;;193;02061;Lednické Rovne
628689;01.09.1991;30.06.2002;;;85329;;321;4;63;610;0;999;SK022;SK0227;SK0227513881;1110;;Dievčenská odborná škola;Dievčenská odborná škola;Gaman;Štefan;17;;Nábr. J. Kalinčiaka;;1;97101;Prievidza 1
631566;01.09.1993;31.08.2002;;;85329;;321;4;66;610;0;999;SK032;SK032D;SK032D516589;1110;;Stredná priemyselná škola;Stredná priemyselná škola;;;;;Dr. Jánskeho;;10;96560;Žiar nad Hronom 1
634883;01.01.1995;31.12.2500;;165565;84120;;321;4;21;610;11;999;SK031;SK0313;SK0313509540;1110;13110;Regionálny úrad verejného zdravotníctva so sídlom v Dolnom Kubíne;Regionálny úrad verejného zdravotníctva;Kereškéni;Jozef;4;;Nemocničná;;12;02601;Dolný Kubín 1
633062;01.01.1991;30.09.2002;"31631746; 31631827; 31631835; 31631894";;;"77110; 69200; 56290; 52100; 77310";301;4;29;101;0;999;SK031;SK031B;SK031B517402;1100;;Slovenská autobusová doprava, š.p. Žilina;Slovenská autobusová doprava, š.p. Žilina;Pobeha;Peter;1;;Košická cesta;;2;01065;Žilina 1
633577;01.02.1992;31.12.2500;35985224;;85322;;321;4;20;610;11;999;SK032;SK0328;SK0328515612;1110;13110;Spojená škola internátna;Spojená škola internátna;Zelina;Marián;17;;Mierova;;49;98201;Tornaľa
634310;15.04.1991;31.12.2500;;321125;68200;;301;4;99;101;0;999;SK032;SK0322;SK0322516643;1100;11001;PODNIK BYTOVÉHO HOSPODÁRSTVA Š.P.;PODNIK BYTOVÉHO HOSPODÁRSTVA Š.P.;;;;;MLÁDEŽNÍCKA;;6;96901;Banská Štiavnica 1
634786;15.05.1991;31.12.2500;;30794536;87900;;321;4;22;610;11;999;SK031;SK0315;SK0315510564;1110;13110;Detský domov Liptovský Hrádok;Detský domov Liptovský Hrádok;Michalides;Zdenko;16;;Kráľova Lehota č.;;85;03233;Kráľova Lehota
634816;01.04.1991;31.12.2011;;;84110;;321;4;15;610;0;999;SK032;SK0321;SK0321508438;1110;;Daňové riaditeľstvo Slovenskej republiky;Daňové riaditeľstvo Slovenskej republiky;;;;;Nová;;13;97504;Banská Bystrica 1
641375;01.02.1991;31.12.2500;;603481;86210;;331;4;99;101;0;999;SK010;SK0103;SK0103529346;1100;11001;Poliklinika Tehelná Bratislava;Poliklinika Tehelná Bratislava;;;;;Tehelná;;26;83240;Bratislava 3
643041;01.04.1991;27.04.1999;;;;;501;4;57;101;0;999;SK010;SK0104;SK0104529397;9100;;Stavoindustria Bratislava, š.p.,   odštepný závod HSV - výstavba TVŠ;Stavoindustria Bratislava, š.p.,   odštepný;;;;;Staré grunty;;50;84104;Bratislava 4
647217;01.01.1991;31.08.2002;;;85329;;331;4;66;610;0;999;SK032;SK032D;SK032D516589;1110;;Stredné odborné učilište služieb;Stredné odborné učilište služieb;;;;;Jilemnického;;1282;96501;Žiar nad Hronom 1
647454;01.01.1991;22.08.2000;;;;;501;4;26;101;0;999;SK031;SK031B;SK031B517402;9100;;STREDOSLOVENSKÉ STAVBY,Š.P.,ODŠT.ZÁVOD    1 ŽILINA;STREDOSLOVENSKÉ STAVBY,Š.P.,ODŠT.ZÁVOD    1;;;;;Martinčekova;;12;01053;Žilina 1
647462;01.01.1991;22.08.2000;;;;;501;4;26;101;0;999;SK031;SK0318;SK0318510998;9100;;STREDOSLOVENSKÉ STAVBY,Š.P., ODŠT. ZÁVOD 2      RUŽOMBEROK HSV;STREDOSLOVENSKÉ STAVBY,Š.P., ODŠT. ZÁVOD 2;;;;;Žilinska cesta;;8;03401;Ružomberok 1
647471;01.01.1991;22.08.2000;;;;;501;4;26;101;0;999;SK032;SK032D;SK032D516589;9100;;STREDOSLOVENSKÉ STAVBY Š.P.,ODŠT. ZÁVOD 3       ŽIAR NAD HRONOM;STREDOSLOVENSKÉ STAVBY Š.P.,ODŠT. ZÁVOD 3;;;;;Priemyslová časť;;;96501;Žiar nad Hronom 1
647489;01.01.1991;22.08.2000;;;;;501;4;26;101;0;999;SK031;SK0317;SK0317509868;9100;;STREDOSLOVENSKÉ STAVBY, Š.P., ODŠT.ZÁVOD 4      NÁMESTOVO HSV;STREDOSLOVENSKÉ STAVBY, Š.P., ODŠT.ZÁVOD 4;;;;;Priemyslová časť;;;02901;Námestovo 1
647497;01.01.1991;22.08.2000;;;;;501;4;26;101;0;999;SK031;SK031B;SK031B517402;9100;;STREDOSLOVENSKÉ STAVBY,š.p.,OZ 5 Žilina, INŽINIERSKO-DODÁVATEĹSKÉ PRÁCE;STREDOSLOVENSKÉ STAVBY,š.p.,OZ 5 Žilina, INŽ;;;;;J. Kráľa;;2;01053;Žilina 1
648175;01.01.1991;31.08.2002;;;85329;;331;4;66;610;0;999;SK032;SK032B;SK032B518158;1110;;Stredné odborné učilište dopravy a služieb;Stredné odborné učilište dopravy a služieb;;;;;Jabloňova;;1351;96150;Zvolen 1
651761;28.03.1991;29.07.1993;;;55100;;115;4;99;101;0;999;SK032;SK032D;SK032D516970;1100;;SKALKA, SPOLOČNÝ PODNIK;SKALKA, SPOLOČNÝ PODNIK;;;;;KREMNICA;;531;96701;Kremnica 1
652229;01.09.1997;30.06.1999;;;85329;;331;4;66;101;0;999;SK032;SK0326;SK0326511218;1100;;Stredisko odbornej praxe;Stredisko odbornej praxe;Ladošová;Darina;1;;Zvolenská;;2;98401;Lučenec 1
659801;30.04.1991;26.04.2008;;;26200;;301;4;26;101;0;999;SK031;SK0317;SK0317509868;1100;;Orwel Námestovo,  š.p. v likvidácii;Orwel Námestovo,  š.p. v likvidácii;Bartek;Ján;1;;Námestovo;;781;02918;Námestovo
660531;01.04.1990;04.08.1998;;;;;301;4;26;101;0;999;SK010;SK0103;SK0103529346;1100;;Vzduchotecnické montáže, š.p.;Vzduchotecnické montáže, š.p.;;;;;Čajakova;;28;83325;Bratislava 37
660663;13.06.1991;31.12.2500;;30416094;52230;;331;4;29;101;0;999;SK010;SK0102;SK0102529320;1100;11001;Slovenská správa letísk;Slovenská správa letísk;;;;;Letisko M.R.Štefánika;;;82311;Bratislava 21
661074;01.07.1989;23.03.1997;;;46190;;501;4;29;101;0;999;SK032;SK032B;SK032B518158;9100;;Železnice SR - zásobovací závod železníc Zvolen;Železnice SR-zásobovací závod železníc;;;;;Môťovská cesta;;3;96001;Zvolen 1
661287;01.04.1989;29.11.2004;;;;;301;4;26;101;0;999;SK023;SK0231;SK0231501026;1100;;Agrokom, štátny podnik - v likvidácii;Agrokom, štátny podnik - v likvidácii;Szücs;Alexander;3;;Hadovce;;;94501;Komárno 1
677388;01.06.1990;24.01.2002;;;43290;;301;4;28;101;0;999;SK042;SK0427;SK0427522279;1100;;Stavoterm, š.p.;Stavoterm, š.p.;Siksay;Gabriel;;;T. J. Moussona;;1;07101;Michalovce 1
677868;01.04.1990;31.12.2500;;156621;10910;;301;4;27;101;0;999;SK023;SK0233;SK0233500011;1100;11001;Asanačný   kafilerický  podnik;Asanačný   kafilerický  podnik;;;;;Krškanská;;1;94901;Nitra 1
677876;01.04.1990;01.10.2008;;;10130;;301;4;27;101;0;999;SK032;SK032B;SK032B558133;1100;;Asanačný kafilerický podnik, š.p.;Asanačný kafilerický podnik, š.p.;;;;;;;;96221;Lieskovec
678015;01.04.1990;01.06.2001;;;;;331;4;27;101;0;999;SK010;SK0102;SK0102529320;1100;;Výskumný ústav meliorácií a krajinného inžinierstva;Výskumný ústav meliorácií a krajinného inžin;;;;;Vrakunská cesta;;29;82563;Bratislava 211
678601;01.05.1990;31.12.2500;17055512;;46900;;301;4;28;101;0;999;SK010;SK0105;SK0105529460;1110;13110;Staving, š.p. v likvidácii;Staving, š.p. v likvidácii;Bútor;Igor;1;;Röntgenova;;24;85102;Bratislava 5
678643;01.05.1990;29.09.1999;;;;;301;4;26;101;0;999;SK010;SK0102;SK0102529320;1100;;Demetal, š.p. v likvidácii;Demetal, š.p. v likvidácii;;;;;Bajzova;;14;82108;Bratislava 2
678678;01.04.1990;01.07.2010;00156868;;84110;;321;4;18;610;0;999;SK010;SK0101;SK0101528595;1110;;Ministerstvo životného prostredia Slovenskej republiky;Ministerstvo životného prostredia SR;;;;;Nám. Ľ. Štúra;;1;81235;Bratislava 1
679062;01.07.1990;27.05.2002;;;;;321;4;51;610;0;999;SK010;SK0108;SK0108507938;1110;;Ústav experimentálnej fytopatológie a entomológie SAV;Ústav experimentálnej fytopatológie a entomo;;;;;Nádražná;;52;90028;Ivanka pri Dunaji
679071;01.07.1990;31.12.2500;00166677;37869;72190;;331;4;99;610;21;999;SK032;SK032B;SK032B518158;1110;13110;Ústav ekológie lesa SAV;Ústav ekológie lesa SAV;Váľka;Jozef;1;53;Štúrova;;2;96053;Zvolen 1
679089;01.07.1990;31.12.2500;;37869;72190;;331;4;99;610;21;999;SK010;SK0104;SK0104529397;1110;13110;Centrum biológie rastlín a biodiverzity Slovenskej akadémie vied;Centrum biológie rastlín a biodiverzity SAV;Guttová,;Anna;16;53;Dúbravská cesta;;9;84523;Bratislava 4
679097;01.07.1990;31.12.2500;;37869;72190;;331;4;99;610;11;999;SK010;SK0104;SK0104529397;1110;13110;Ústav zoológie Slovenskej akadémie vied;Ústav zoológie SAV;Žitňan;Dušan;6;52;Dúbravská cesta;;9;84506;Bratislava 4
679101;01.07.1990;01.11.2000;;;;;321;4;51;610;0;999;SK010;SK0101;SK0101528595;1110;;Ústav mikrobiologie SAV;Ústav mikrobiologie SAV;;;;;Štefánikova;;3;81434;Bratislava 1
679119;01.07.1990;31.12.2500;;37869;72190;;331;4;99;610;12;999;SK010;SK0101;SK0101528595;1110;13110;Ústav krajinnej ekológie Slovenskej akadémie vied;Ústav krajinnej ekológie SAV;Izakovičová;doc. Zita;6;;Štefánikova;878;3;81499;Bratislava 1
679127;01.07.1990;01.01.2017;;;72190;;331;4;99;610;0;999;SK023;SK0233;SK0233500011;1110;13110;Ústav genetiky a biotechnológií rastlín Slovenskej akadémie vied;Ústav genetiky a biotechnológií rastlín SAV;Salaj,;RNDr. Ján;71;52;Akademická;;2;95007;Nitra 1
679135;01.07.1990;31.12.2500;;37869;72200;;321;4;99;610;7;999;SK010;SK0101;SK0101528595;1110;13110;Sociologický ústav Slovenskej akadémie vied;Sociologický ústav Slovenskej akadémie vied;Klobucký;Robert;16;53;Klemensova;;19;81364;Bratislava 1
679275;01.05.1990;31.03.1999;;;;;331;4;12;610;0;999;SK010;SK0101;SK0101528595;1110;;Štúdio S;Štúdio S;;;;;Nám. 1.mája;;5;81106;Bratislava 1
679658;01.06.1990;21.10.2008;;;41209;;301;4;27;101;0;999;SK021;SK0214;SK0214507440;1100;;Poľnohospodárske stavby, š.p.;Poľnohospodárske stavby, š.p.;Hlobeň;Ľudovít;1;;Krajinská;;3;92101;Piešťany 1
679917;01.07.1990;31.12.2500;;37869;72200;;321;4;99;610;6;999;SK010;SK0104;SK0104529397;1110;13110;Ústav výskumu sociálnej komunikácie Slovenskej akadémie vied;Ústav výskumu sociálnej komunikácie SAV;Bianchi;Gabiel;8;71;Dúbravská cesta;;9;84164;Bratislava 45
680125;01.07.1990;01.09.1999;;;;52220;301;4;29;101;0;999;SK031;SK0313;SK0313509540;1100;;Slovenská automobilová doprava,š.p.;Slovenská automobilová doprava,š.p.;Gregáň;Stanislav;1;;Nábrežie Oravy;534;6;02683;Dolný Kubín 1
680362;01.07.1990;05.08.1998;;;43220;;301;4;26;101;0;999;SK010;SK0103;SK0103529346;1100;;Inštalácie, š.p. v likvidácii;Inštalácie, š.p. v likvidácii;;;;;Račianska;;69;83102;Bratislava 3
680494;01.07.1990;30.10.2001;;;;;301;4;26;101;0;999;SK010;SK0102;SK0102529320;1100;;Stavebná obnova, štátny podnik Bratislava v likvidácii;Stavebná obnova, š.p. Bratislava v likv.;Valachovič;František;1;;Votrubova;;28;82109;Bratislava 2
680524;01.07.1990;30.04.1992;;;45200;;301;4;29;101;0;999;SK021;SK0214;SK0214507440;1100;;Československé automobilové opravovne, š.p.;Československé automobilové opravovne, š.p.;;;;;Vajanského;;56;92101;Piešťany 1
680575;01.07.1990;28.06.2011;;;10130;;301;4;27;101;0;999;SK023;SK0231;SK0231501026;1100;;Mäsový priemysel, štátny podnik v likvidácii - v konkurze;Mäsový priemysel, š.p. v likvidácii-v konk.;Szabo;Ladislav;1;;Komárno;;;94501;Komárno 1
680613;01.07.1990;02.09.1999;;;10110;;301;4;27;101;0;999;SK022;SK0229;SK0229505820;1100;;Mäsový priemysel, štátny podnik - v likvidácii;Mäsový priemysel, štátny podnik - v likvidác;;;;;Braneckého;;16;91122;Trenčín 1
680753;01.07.1990;31.12.2500;;;47190;;301;4;26;101;0;999;SK032;SK0321;SK0321508438;1100;11001;OBCHODNÝ DOM PRIOR RADVAŇ, Š. P.;OBCHODNÝ DOM PRIOR RADVAŇ, Š. P.;;;;;Nám. Ľ. Štúra;;2;97401;Banská Bystrica 1
681008;01.07.1990;31.12.2500;;305332;96010;;301;4;99;101;0;999;SK021;SK0211;SK0211501522;1110;13110;Komunálne služby, š.p. - v likvidácii;Komunálne služby, š.p. - v likvidácii;Dúžiková;Zuzana;1;;Nám. 1. mája;500;21;93201;Veľký Meder
681067;01.07.1990;31.12.2500;;37869;72200;;321;4;99;610;7;999;SK010;SK0101;SK0101528595;1110;13110;Ústav orientalistiky SAV;Ústav orientalistiky SAV;;;;;Klemensova;;19;81364;Bratislava 1
681156;01.07.1990;31.12.2500;00187119;;84110;;321;4;22;610;24;999;SK010;SK0101;SK0101528595;1110;13110;Ministerstvo práce, sociálnych vecí a rodiny Slovenskej republiky;Ministerstvo práce, sociálnych vecí a rodiny;Richter;Ján;3;;Špitálska;;4, 6, 8;81643;Bratislava 1
681296;01.07.1990;31.12.2500;;603481;49320;;301;4;99;101;0;999;SK010;SK0103;SK0103529346;1110;13110;TAXI,mestský podnik v likvidácii;TAXI,mestský podnik v likvidácii;;;;;Račianska;;54;83102;Bratislava 3
681385;01.07.1990;31.12.2500;;164381;72200;;331;4;20;610;12;999;SK010;SK0103;SK0103529354;1110;13110;Výskumný ústav detskej psychológie a patopsychológie;VÚ detskej psychológie a patopsychológie;;;;;Cyprichova;;42;83105;Bratislava 34
681521;01.07.1990;19.09.2002;;;;;301;4;26;101;0;999;SK031;SK0312;SK0312509507;1100;;"Drevorez, štátny podnik ""v likvidácii""";"Drevorez, š.p. ""v likvidácii""";Bartek;Ján;3;;Turzovka;;;02354;Turzovka
681539;01.07.1990;07.08.2002;;;16100;;301;4;26;101;0;999;SK031;SK0312;SK0312509345;1100;;Drevodom, š.p. v likvidácii;Drevodom, š.p. v likvidácii;Gavenčiaková;Eva;;;Oščadnica;;;02301;Oščadnica
681610;01.07.1990;31.12.2500;;686832;16210;"46900; 47190";301;4;26;101;0;999;SK022;SK0221;SK0221542652;1100;11001;Dyháreň, š. p.;Dyháreň, š. p.;Brachtýr;Rudolf;1;;Trenčianska;;24;95715;Bánovce nad Bebravou 1
681784;01.07.1990;01.08.1999;;;;58190;331;4;61;610;0;999;SK010;SK0103;SK0103529346;1110;;ISTROPOLIS, umelecké a kongresové centrum;ISTROPOLIS, umelecké a kongresové centrum;;;;;Trnavské Mýto;;1;83221;Bratislava 3
681792;01.07.1990;31.12.2007;;;91040;;331;4;18;610;0;999;SK031;SK0315;SK0315510262;1110;;Správa slovenských jaskýň;Správa slovenských jaskýň;;;;;Hodžova;;11;03101;Liptovský Mikuláš 1
